Id,Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil,NombreCliente,NombreProducto,Town,State
8424,9,1127,1,1410,903671,1238,2,19.66,0,0.0,2,ABTS CHRIS,Panquecito Gota Choc 2p 140g BIM 1238,2003 AG. COACALCO,ESTADO DE MÉXICO
8425,3,1127,1,1409,1032768,35651,5,37.5,0,0.0,5,GARDENIAS,Madalenas 3p 93g BIM 35651,2003 AG. COACALCO,ESTADO DE MÉXICO
8426,7,1127,1,1424,4222918,3270,2,20.94,0,0.0,2,NO IDENTIFICADO,Conchas Vainilla 2p 120g BIM 3270,2003 AG. COACALCO,ESTADO DE MÉXICO
8427,5,1127,1,2142,4552177,31310,5,31.25,0,0.0,5,NO IDENTIFICADO,Canelitas 90g MTB MLA 31310,2003 AG. COACALCO,ESTADO DE MÉXICO
8428,3,1127,1,2146,2498010,30575,3,18.75,0,0.0,3,NUESTRA SEORA DE JUQUILLA,Barritas Pina 67g Prom MTB MLA 30575,2003 AG. COACALCO,ESTADO DE MÉXICO
8429,8,1127,1,1024,349795,2233,5,99.7,0,0.0,5,MISC LUPITA,Pan Blanco 640g BIM 2233,2003 AG. COACALCO,ESTADO DE MÉXICO
8430,8,1127,1,1024,349795,2233,5,99.7,0,0.0,5,MISC  LUPITA,Pan Blanco 640g BIM 2233,2003 AG. COACALCO,ESTADO DE MÉXICO
8431,6,1127,1,1401,185461,1250,7,53.48,0,0.0,7,JUDITH FLORESA MORALES,Donas Azucar 4p 105g BIM 1250,2003 AG. COACALCO,ESTADO DE MÉXICO
8432,4,1127,1,1423,353131,1309,2,13.52,0,0.0,2,ROSARIO 2,Bimbunuelos 4p 66g BIM 1309,2003 AG. COACALCO,ESTADO DE MÉXICO
8433,3,1127,1,1218,4583726,1109,2,30.02,0,0.0,2,NO IDENTIFICADO,Pan Blanco Chico 360g BIM 1109,2003 AG. COACALCO,ESTADO DE MÉXICO
8434,5,1127,1,1010,349622,1109,1,15.01,0,0.0,1,LA ABEJA,Pan Blanco Chico 360g BIM 1109,2003 AG. COACALCO,ESTADO DE MÉXICO
8435,7,1127,1,1006,352372,1109,1,15.01,0,0.0,1,LAS MILPAS,Pan Blanco Chico 360g BIM 1109,2003 AG. COACALCO,ESTADO DE MÉXICO
8436,7,1127,1,1009,561829,1109,2,30.02,0,0.0,2,LA ESCONDIDA,Pan Blanco Chico 360g BIM 1109,2003 AG. COACALCO,ESTADO DE MÉXICO
8437,7,1127,1,1014,861662,1109,5,75.05,0,0.0,5,LOS PARIENTES,Pan Blanco Chico 360g BIM 1109,2003 AG. COACALCO,ESTADO DE MÉXICO
8438,6,1127,1,4451,554401,43065,1,6.76,0,0.0,1,MADAI,Rollo Fresa 2p 75g MTA MLA 43065,2003 AG. COACALCO,ESTADO DE MÉXICO
8439,3,1127,1,1207,4623234,1278,5,22.5,0,0.0,5,NO IDENTIFICADO,Nito 1p 62g BIM 1278,2003 AG. COACALCO,ESTADO DE MÉXICO
8440,3,1127,1,2150,431970,31580,3,34.59,0,0.0,3,CRISPIN,Suavicremas Chocolate 237g MTA MLA 31580,2003 AG. COACALCO,ESTADO DE MÉXICO
8441,3,1127,1,2153,433737,36746,7,80.71,0,0.0,7,LA VENTANITA,Principe Tubo 190g MTB MLA 36746,2003 AG. COACALCO,ESTADO DE MÉXICO
8442,3,1127,1,2154,1272802,31588,2,23.06,0,0.0,2,APOLINAR,Suavicremas Vainilla 237g MTA MLA 31588,2003 AG. COACALCO,ESTADO DE MÉXICO
8443,6,1127,1,4445,1836282,37058,4,30.0,0,0.0,4,ANDREA,Choco Roles 2p 80g MTA MLA 37058,2003 AG. COACALCO,ESTADO DE MÉXICO
8444,6,1127,1,4446,2081518,43064,1,8.15,0,0.0,1,COMODIN R 4446 AG 1127 COACALCO BM,Submarinos Fresa 3p 105g SP MTA MLA 43064,2003 AG. COACALCO,ESTADO DE MÉXICO
8445,6,1127,1,1021,350034,73,6,127.92,1,21.32,5,LA PALOMA,Pan Multigrano Linaza 540g BIM 73,2003 AG. COACALCO,ESTADO DE MÉXICO
8446,8,1127,1,2146,2256837,31507,4,25.0,0,0.0,4,TOITA,Polvoron 6p 113g MTB MLA 31507,2003 AG. COACALCO,ESTADO DE MÉXICO
8447,4,1127,1,2835,2111645,43069,1,7.41,0,0.0,1,ABARROTES LA AVENIDA,Pinguinos 2p 80g MTA MLA 43069,2003 AG. COACALCO,ESTADO DE MÉXICO
8448,9,1127,1,4443,1566503,43069,6,44.46,0,0.0,6,TIENDA JULY,Pinguinos 2p 80g MTA MLA 43069,2003 AG. COACALCO,ESTADO DE MÉXICO
8449,4,1127,1,2151,4349586,43058,7,65.45,0,0.0,7,NO IDENTIFICADO,Sponch 8p 120g MTB MLA 43058,2003 AG. COACALCO,ESTADO DE MÉXICO
8450,6,1127,1,2156,871361,43058,3,28.05,0,0.0,3,RICARDO TRUJILLO PEREZ,Sponch 8p 120g MTB MLA 43058,2003 AG. COACALCO,ESTADO DE MÉXICO
8451,5,1127,1,1010,430526,693,3,28.8,0,0.0,3,KELLEK,Tostada Plana 15p 175g MR 693,2003 AG. COACALCO,ESTADO DE MÉXICO
8452,4,1127,1,2149,916844,30532,5,38.9,0,0.0,5,LA VENTANITA,Principe 10p 106g Prom MTB MLA 30532,2003 AG. COACALCO,ESTADO DE MÉXICO
8453,6,1127,1,2156,641234,30532,10,77.8,0,0.0,10,WINIES,Principe 10p 106g Prom MTB MLA 30532,2003 AG. COACALCO,ESTADO DE MÉXICO
8454,8,1127,1,2144,435164,32940,4,31.12,0,0.0,4,LAS NIÑAS,Principe Choc Bco 10p 110g Prom MTB MLA 32940,2003 AG. COACALCO,ESTADO DE MÉXICO
8455,8,1127,1,2144,4381339,35305,10,62.5,0,0.0,10,NO IDENTIFICADO,Barritas Fresa 75g Prom MTB MLA 35305,2003 AG. COACALCO,ESTADO DE MÉXICO
8456,9,1127,1,1412,427839,1687,1,18.98,0,0.0,1,SAN JUDITAS,Roles Glass 6p 410g BIM 1687,2003 AG. COACALCO,ESTADO DE MÉXICO
8457,4,1127,1,1423,350111,48421,5,22.9,0,0.0,5,HERNANDEZ,Bran Frut Pina 48g BIM 48421,2003 AG. COACALCO,ESTADO DE MÉXICO
8458,6,1127,1,1001,428247,32322,3,24.0,0,0.0,3,SALVADOR,Tortilla Hna RB 10p 260g Prom DH 32322,2003 AG. COACALCO,ESTADO DE MÉXICO
8459,8,1127,1,2152,4628047,35309,6,37.5,0,0.0,6,NO IDENTIFICADO,Barritas Pina 75g Prom MTB MLA 35309,2003 AG. COACALCO,ESTADO DE MÉXICO
8460,8,1127,1,1018,431905,32132,4,31.48,0,0.0,4,LULU,Salmas Maiz Horn 108g CJM SAN 32132,2003 AG. COACALCO,ESTADO DE MÉXICO
8461,7,1381,4,6613,2502464,1240,8,67.2,0,0.0,8,OXXO EUCALIPTOS,Mantecadas Vainilla 4p 125g BIM 1240,2268 PALOMAR,JALISCO
8462,3,1381,4,6608,23782,1230,1,17.02,0,0.0,1,AM PM PATRIA,Panque Pasas 255g BIM 1230,2268 PALOMAR,JALISCO
8463,8,1381,4,6611,2176251,5310,56,282.24,0,0.0,56,OXXO CUARZO,Gansito 50g MLA 5310,2268 PALOMAR,JALISCO
8464,5,1381,4,6602,42382,30554,8,46.48,0,0.0,8,OXXO MORELIA,Suavicremas Vainilla 84g MLA 30554,2268 PALOMAR,JALISCO
8465,7,1685,11,5703,1245290,1240,9,75.42,0,0.0,9,UNIVERCIDAD TECNOLOGICA DE XICOTEPEC,Mantecadas Vainilla 4p 125g BIM 1240,2372 AG.TULANCINGO,HIDALGO
8466,9,1685,11,5706,4743118,37057,5,37.5,0,0.0,5,NO IDENTIFICADO,Choco Roles 2p 80g MLA 37057,2372 AG.TULANCINGO,HIDALGO
8467,5,1685,11,5705,1794676,30571,4,25.0,0,0.0,4,LA ESQUINA,Barritas Fresa 67g MLA 30571,2372 AG.TULANCINGO,HIDALGO
8468,8,1242,1,1218,273842,1240,6,50.28,0,0.0,6,PATY,Mantecadas Vainilla 4p 125g BIM 1240,2034 ACAPULCO COSTERA,GUERRERO
8469,5,1242,1,4403,274150,43285,7,36.96,0,0.0,7,FABY,Gansito 1p 50g MTB MLA 43285,2034 ACAPULCO COSTERA,GUERRERO
8470,6,1242,1,1114,1418694,1220,2,15.28,0,0.0,2,SANDY II,Colchones 6p 130g BIM 1220,2034 ACAPULCO COSTERA,GUERRERO
8471,6,1242,1,1117,388192,1284,6,18.12,0,0.0,6,IRENE,Rebanada 2p 55g BIM 1284,2034 ACAPULCO COSTERA,GUERRERO
8472,3,1242,1,1220,277311,35651,8,60.0,0,0.0,8,JUDITH,Madalenas 3p 93g BIM 35651,2034 ACAPULCO COSTERA,GUERRERO
8473,7,1242,1,1013,273676,2233,2,39.88,0,0.0,2,LUPITA,Pan Blanco 640g BIM 2233,2034 ACAPULCO COSTERA,GUERRERO
8474,3,1242,1,1114,274295,972,1,18.98,0,0.0,1,LIZBETH,Roles Canela 6p 365g BIM 972,2034 ACAPULCO COSTERA,GUERRERO
8475,7,1242,1,1218,385499,1278,5,22.5,0,0.0,5,ESTRELLITA II,Nito 1p 62g BIM 1278,2034 ACAPULCO COSTERA,GUERRERO
8476,9,1242,1,1224,1424098,1278,16,72.0,0,0.0,16,FARMACIA DAISY,Nito 1p 62g BIM 1278,2034 ACAPULCO COSTERA,GUERRERO
8477,9,1242,1,1602,273356,4270,3,25.14,0,0.0,3,PIEDRA,Cuernitos 100g TR 4270,2034 ACAPULCO COSTERA,GUERRERO
8478,7,1242,1,1117,1731548,1212,4,33.52,0,0.0,4,EL PARQUESITO,Roles Canela 2p 120g BIM 1212,2034 ACAPULCO COSTERA,GUERRERO
8479,8,1368,4,6604,19590,1240,10,84.0,0,0.0,10,7 eleven federalismo,Mantecadas Vainilla 4p 125g BIM 1240,2260 GONZALEZ GALLO,JALISCO
8480,8,1368,4,6602,4509444,1238,2,22.36,0,0.0,2,NO IDENTIFICADO,Panquecito Gota Choc 2p 140g BIM 1238,2260 GONZALEZ GALLO,JALISCO
8481,8,1368,4,6609,56618,972,3,58.68,0,0.0,3,F GDL S191 ARTESANOS GDL,Roles Canela 6p 365g BIM 972,2260 GONZALEZ GALLO,JALISCO
8482,8,1368,4,6609,56618,972,3,58.68,0,0.0,3,F  GDL S191 ARTESANOS GDL,Roles Canela 6p 365g BIM 972,2260 GONZALEZ GALLO,JALISCO
8483,4,1368,4,6607,20395,5328,2,18.54,0,0.0,2,F GDL S5 BOSQUE,Submarinos Vainilla 3p 105g SP MLA 5328,2260 GONZALEZ GALLO,JALISCO
8484,4,1368,4,6607,20395,5328,2,18.54,0,0.0,2,F  GDL S5 BOSQUE,Submarinos Vainilla 3p 105g SP MLA 5328,2260 GONZALEZ GALLO,JALISCO
8485,8,2241,1,1214,2133130,1240,1,8.38,0,0.0,1,ABIGAIL,Mantecadas Vainilla 4p 125g BIM 1240,2391 IXTEPEC,OAXACA
8486,6,2241,1,1210,2015542,3631,1,16.35,0,0.0,1,ALBERTA,Pan Integral 370g BIM 3631,2391 IXTEPEC,OAXACA
8487,9,2241,1,1207,2322068,48417,15,63.9,0,0.0,15,OXXO MILITAR,Bran Frut Fresa 48g BIM 48417,2391 IXTEPEC,OAXACA
8488,3,2241,1,1218,1776274,1216,2,16.76,0,0.0,2,DIOS ES AMOR,Roles Glass 2p 135g BIM 1216,2391 IXTEPEC,OAXACA
8489,7,2241,1,1207,401896,1150,3,41.88,0,0.0,3,SANDRA LUZ CORTEZ PALOMEC,Medias Noches 8p 340g BIM 1150,2391 IXTEPEC,OAXACA
8490,6,2241,1,2801,788132,37057,2,15.0,0,0.0,2,LILA DEL CARMEN,Choco Roles 2p 80g MLA 37057,2391 IXTEPEC,OAXACA
8491,8,2241,1,1211,401478,1212,3,25.14,0,0.0,3,MIZPAH,Roles Canela 2p 120g BIM 1212,2391 IXTEPEC,OAXACA
8492,9,2241,1,2802,1142361,5000,5,26.4,0,0.0,5,ANGELINA PALOMEC VAZQUEZ,Gansito 1p 50g CCharola MLA 5000,2391 IXTEPEC,OAXACA
8493,9,2241,1,4105,401813,5000,6,31.68,0,0.0,6,ABRIL,Gansito 1p 50g CCharola MLA 5000,2391 IXTEPEC,OAXACA
8494,3,2241,1,2801,682056,31470,1,9.99,0,0.0,1,TORTILLERIA TOLEDO,Triki Trakes Tubo 20p 174g SP MLA 31470,2391 IXTEPEC,OAXACA
8495,8,2241,1,2904,405303,31513,2,19.98,0,0.0,2,LUCILDA,Polvorones Tubo 18p 250g SP MLA 31513,2391 IXTEPEC,OAXACA
8496,8,22414,1,1222,4490435,1240,5,41.9,0,0.0,5,NO IDENTIFICADO,Mantecadas Vainilla 4p 125g BIM 1240,2414 IZUCAR DE MATAMOROS,PUEBLA
8497,7,22414,1,2820,172368,43285,10,52.8,0,0.0,10,SONTECOLAPENO,Gansito 1p 50g MTB MLA 43285,2414 IZUCAR DE MATAMOROS,PUEBLA
8498,9,22414,1,1222,4430769,1232,3,54.72,0,0.0,3,NO IDENTIFICADO,Panque Nuez 255g BIM 1232,2414 IZUCAR DE MATAMOROS,PUEBLA
8499,4,22414,1,1212,4165409,1146,1,21.39,0,0.0,1,NO IDENTIFICADO,Pan Integral 675g BIM 1146,2414 IZUCAR DE MATAMOROS,PUEBLA
8500,3,22414,1,1212,881685,1238,2,19.66,0,0.0,2,CONASUPO,Panquecito Gota Choc 2p 140g BIM 1238,2414 IZUCAR DE MATAMOROS,PUEBLA
8501,6,22414,1,1114,4303005,1238,3,29.49,0,0.0,3,NO IDENTIFICADO,Panquecito Gota Choc 2p 140g BIM 1238,2414 IZUCAR DE MATAMOROS,PUEBLA
8502,9,22414,1,1222,4709092,1250,5,38.2,0,0.0,5,NO IDENTIFICADO,Donas Azucar 4p 105g BIM 1250,2414 IZUCAR DE MATAMOROS,PUEBLA
8503,4,22414,7,3301,1030033,1278,12,54.0,0,0.0,12,MUGOLINA,Nito 1p 62g BIM 1278,2414 IZUCAR DE MATAMOROS,PUEBLA
8504,9,22414,1,1115,1221460,1278,18,81.0,0,0.0,18,GASOLINERA 6550,Nito 1p 62g BIM 1278,2414 IZUCAR DE MATAMOROS,PUEBLA
8505,7,22414,1,1015,624639,2665,2,32.0,0,0.0,2,LA NUEVA ERA,Tostada Ondulada Tubo 30p 360g Cj MR 2665,2414 IZUCAR DE MATAMOROS,PUEBLA
8506,8,22414,1,1012,170562,4767,4,59.16,0,0.0,4,ANGELITA,Tostado Doble Fibra 250g Cj BIM 4767,2414 IZUCAR DE MATAMOROS,PUEBLA
8507,9,2063,11,3914,2063320,1240,5,41.9,0,0.0,5,CENTRO UNIVERSITARIO JUSTO SIERRA A C CASETA 2,Mantecadas Vainilla 4p 125g BIM 1240,2034 ACAPULCO COSTERA,GUERRERO
8508,9,2063,11,3914,2063320,1240,5,41.9,0,0.0,5,CENTRO UNIVERSITARIO JUSTO SIERRA A C  CASETA 2,Mantecadas Vainilla 4p 125g BIM 1240,2034 ACAPULCO COSTERA,GUERRERO
8509,4,2063,11,3914,1126805,31310,3,18.75,0,0.0,3,PRIMARIA FELIPE CARRILLO PUERTO,Canelitas 90g MTB MLA 31310,2034 ACAPULCO COSTERA,GUERRERO
8510,7,1538,1,1150,1148288,31423,1,10.69,0,0.0,1,DEL COBRE,Donas Azucar Tubo 10p 158g BIM 31423,2553 CANANEA,SONORA
8511,7,1538,1,1152,2470210,1232,17,310.08,0,0.0,17,COMEDOR LA MINA,Panque Nuez 255g BIM 1232,2553 CANANEA,SONORA
8512,8,1538,1,1150,2394114,1238,21,234.78,0,0.0,21,OXXO LA FRONTERA,Panquecito Gota Choc 2p 140g BIM 1238,2553 CANANEA,SONORA
8513,5,1538,1,1052,325562,4910,4,35.68,0,0.0,4,ARI,Empanizador Crujiente 175g BIM 4910,2553 CANANEA,SONORA
8514,5,1538,1,2150,2141567,30571,30,183.6,0,0.0,30,SUPER DEL NORTE CANANEA,Barritas Fresa 67g MLA 30571,2553 CANANEA,SONORA
8515,9,1538,1,2850,286017,31511,3,29.97,0,0.0,3,SUPER OMA,Canelitas Tubo 33p 180g SP MLA 31511,2553 CANANEA,SONORA
8516,6,1538,1,2150,323130,33671,3,29.97,0,0.0,3,EL MOLINITO,Lors Tubo 167g MLA 33671,2553 CANANEA,SONORA
8517,5,1538,1,1050,157992,37400,12,163.2,0,0.0,12,SUPER FRUTERIA ACEDO HERMANOS,Nacho Fiesta 300g MR 37400,2553 CANANEA,SONORA
8518,4,3214,1,1619,894080,9217,5,45.0,0,0.0,5,EL CONEJO,Cuernitos Famili Pack 3p 150g TR 9217,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8519,6,3214,1,1631,1047454,9217,5,45.0,0,0.0,5,LA PASADITA,Cuernitos Famili Pack 3p 150g TR 9217,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8520,3,3214,1,1614,554448,3609,7,62.86,0,0.0,7,LA FORTUNA,Mantecadas Chocolate 3p TR 3609,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8521,4,3214,1,1618,4498026,3609,4,35.92,0,0.0,4,NO IDENTIFICADO,Mantecadas Chocolate 3p TR 3609,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8522,4,3214,1,4450,1635230,43285,20,105.6,0,0.0,20,EL QUESITO,Gansito 1p 50g MTB MLA 43285,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8523,4,3214,1,4458,923884,43285,84,443.52,0,0.0,84,ADRIANA 4,Gansito 1p 50g MTB MLA 43285,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8524,9,3214,1,4451,1245673,43285,8,42.24,0,0.0,8,LOCAL 41 Y 42,Gansito 1p 50g MTB MLA 43285,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8525,9,3214,1,4456,2251617,43285,15,79.2,0,0.0,15,LOS COMPADRES,Gansito 1p 50g MTB MLA 43285,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8526,9,3214,1,2154,4536186,37361,3,18.75,0,0.0,3,NO IDENTIFICADO,Canelitas 120g Prom MTB MLA 37361,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8527,3,3214,1,1621,4490968,303,4,18.16,0,0.0,4,NO IDENTIFICADO,Dalmata 1p 55g MLA 303,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8528,4,3214,1,1620,2117993,303,8,36.32,0,0.0,8,LOS GUEROS,Dalmata 1p 55g MLA 303,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8529,5,3214,1,1620,2349732,303,2,9.08,0,0.0,2,BEBOS,Dalmata 1p 55g MLA 303,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8530,3,3214,1,2138,593106,30572,10,62.5,0,0.0,10,MEDINA,Barritas Fresa 67g Prom MTB MLA 30572,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8531,5,3214,1,2142,1117975,30572,5,31.25,0,0.0,5,SUAREZ,Barritas Fresa 67g Prom MTB MLA 30572,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8532,6,3214,1,2144,1267886,30575,8,50.0,0,0.0,8,EL DIEZ,Barritas Pina 67g Prom MTB MLA 30575,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8533,6,3214,1,4448,597338,36610,80,61.6,0,0.0,80,RODRIGUEZ,Bolsa Mini Rocko 40p 13g CU MLA 36610,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8534,6,3214,1,2140,593387,36747,6,69.18,0,0.0,6,RAFAEL,Triki Trakes Tubo 200g MTB MLA 36747,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8535,4,3214,1,1601,1082799,323,3,24.45,0,0.0,3,ANTONIO,Tuinky Chocolate 3p 114g WON 323,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8536,9,3214,1,4460,4659618,43274,2,10.38,0,0.0,2,NO IDENTIFICADO,Napolitano 1p 70g MTB MLA 43274,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8537,3,3214,1,1630,4320863,30415,4,30.0,0,0.0,4,NO IDENTIFICADO,Polvoroncitos Caseros 8p 130g TR 30415,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8538,7,3214,1,1603,4363957,30415,4,30.0,0,0.0,4,NO IDENTIFICADO,Polvoroncitos Caseros 8p 130g TR 30415,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8539,9,3214,1,1619,1268975,35144,1,20.5,0,0.0,1,CINTIA,Wonder 100pct con Ajonjoli 567g WON 35144,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8540,7,3214,1,4457,355320,43066,1,9.63,0,0.0,1,LA PRIMAVERA,Pay Pina 1p 85g MTB MLA 43066,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8541,5,3214,1,4448,1081187,43068,10,38.4,0,0.0,10,SAN MIGUEL,Rocko Tira 10p 44g MTA MLA 43068,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8542,3,3214,1,2820,564919,37058,3,22.5,0,0.0,3,NANCY,Choco Roles 2p 80g MTA MLA 37058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8543,4,3214,1,4431,566912,37058,10,75.0,0,0.0,10,PASADITA,Choco Roles 2p 80g MTA MLA 37058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8544,4,3214,1,4438,594288,37058,8,60.0,0,0.0,8,KAREN,Choco Roles 2p 80g MTA MLA 37058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8545,8,3214,1,4431,27333,37058,3,22.5,0,0.0,3,JARDINES,Choco Roles 2p 80g MTA MLA 37058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8546,9,3214,1,4459,1154055,37058,18,135.0,0,0.0,18,LAS AMERICAS,Choco Roles 2p 80g MTA MLA 37058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8547,6,3214,1,4444,596429,43067,2,19.26,0,0.0,2,EL GRINGO,Pay Nuez 1p 70g MTB MLA 43067,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8548,5,3214,1,4441,609141,43069,2,14.82,0,0.0,2,EL NUEVO SOL,Pinguinos 2p 80g MTA MLA 43069,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8549,9,3214,1,4452,4329837,43069,3,22.23,0,0.0,3,NO IDENTIFICADO,Pinguinos 2p 80g MTA MLA 43069,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8550,3,3214,1,2134,4110705,43058,1,9.35,0,0.0,1,NO IDENTIFICADO,Sponch 8p 120g MTB MLA 43058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8551,4,3214,1,2147,887722,43058,2,18.7,0,0.0,2,BELEM,Sponch 8p 120g MTB MLA 43058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8552,5,3214,1,2158,1739484,43058,2,18.7,0,0.0,2,EL MANDILON,Sponch 8p 120g MTB MLA 43058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8553,6,3214,1,2138,594823,43058,5,46.75,0,0.0,5,LOS 3 HERMANOS,Sponch 8p 120g MTB MLA 43058,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8554,5,3214,1,2152,4405625,30532,11,85.58,0,0.0,11,NO IDENTIFICADO,Principe 10p 106g Prom MTB MLA 30532,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8555,9,3214,1,2821,4753143,32940,3,23.34,0,0.0,3,NO IDENTIFICADO,Principe Choc Bco 10p 110g Prom MTB MLA 32940,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8556,3,3214,1,1616,4352052,47124,2,20.96,0,0.0,2,NO IDENTIFICADO,Semitas Rediseno 2p 120g TR 47124,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8557,3,3214,1,4434,4526700,35113,2,18.7,0,0.0,2,NO IDENTIFICADO,Deliciosas Vainilla 180g SP MTA LAR 35113,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8558,4,3214,1,4444,682244,35113,1,9.35,0,0.0,1,VIDEO JUEGOS COMI,Deliciosas Vainilla 180g SP MTA LAR 35113,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8559,4,3214,1,4435,2174514,35119,5,66.2,0,0.0,5,GERMAN,Deliciosas Vainilla 300g SP MTA LAR 35119,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8560,8,3214,1,1620,1471022,4245,2,20.96,0,0.0,2,MAXI SUPER,Conchas 2p 120g TR 4245,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8561,5,3214,1,4452,868702,32861,4,21.84,0,0.0,4,YAEL,Chocochispas 80g SP MTA LAR 32861,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8562,9,3214,1,1622,607549,31717,3,18.0,0,0.0,3,COMODIN R 1622 ECATEPEC W,Bigotes Chocolate 60g TR 31717,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8563,3,3214,1,1606,595811,325,1,8.15,0,0.0,1,LOS MICHOACANOS,Tuinky Vainilla 3p 114g WON 325,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8564,9,3214,1,1631,4335631,325,1,8.15,0,0.0,1,NO IDENTIFICADO,Tuinky Vainilla 3p 114g WON 325,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8565,4,3214,1,1615,2426577,31298,3,26.67,0,0.0,3,MINI SUPER DEL CAMPO,Duo Bigotes 210g TR 31298,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8566,8,3214,1,1615,1365144,31720,1,8.38,0,0.0,1,ESPERANZA,Mantecadas Chocolate 2p 95g TR 31720,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8567,7,3214,1,2145,1279316,35309,6,37.5,0,0.0,6,EL VAQUERO,Barritas Pina 75g Prom MTB MLA 35309,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8568,6,3214,1,1622,2080870,44859,1,4.63,0,0.0,1,ITZEL,Panera Polvoron 14p 65g TR 44859,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8569,9,3214,1,1604,1994250,44859,2,9.26,0,0.0,2,LOS HUEVOS DEL PASILLO,Panera Polvoron 14p 65g TR 44859,2017 AG. SANTA CLARA,ESTADO DE MÉXICO
8570,3,1371,4,6604,4235160,1160,77,1435.28,0,0.0,77,bae moreales saucito,Bimbollos 8p 450g BIM 1160,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
8571,3,1371,4,6610,8439422,1232,11,206.25,0,0.0,11,OXXO LA PAZ,Panque Nuez 255g BIM 1232,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
8572,6,1371,4,6604,410580,1250,11,84.7,0,0.0,11,OXXO MORALES SAUCITO,Donas Azucar 4p 105g BIM 1250,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
8573,5,1371,4,6616,829615,5350,3,32.85,0,0.0,3,OXXO DALIAS,Pay Pina 1p 85g MLA 5350,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
8574,3,1371,4,6655,46835,40447,5,48.0,0,0.0,5,MAX STORE LA CURVA,Tortillinas 12p 310g TR 40447,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
8575,9,1371,4,6604,4593431,43338,5,105.35,0,0.0,5,NO IDENTIFICADO,Pan Blanco 680g MTA BIM 43338,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
8576,4,1371,4,6619,4642073,1144,1,18.86,0,0.0,1,NO IDENTIFICADO,Pan Integral 480g BIM 1144,2315 SAN LUIS POTOSI MARINELA,SAN LUIS POTOSÍ
